title,description
Fires in the Night,"When feisty, red-headed Eudora Morrell is kidnapped by Lord Khamed,
leader of a fierce desert tribe, she is shocked to discover that her
desire for him burns as scorchingly hot as the Sahara sun itself"
"Sesame Street Unpaved: Scripts, Stories, Secrets, and Songs",The show that has taught over 70 million of us to count is turning 30!
Trouble the Water: 250 Years of African-American Poetry,"An anthology of African-American poetry represents 250 years of the
black experience and includes works by such figures as Langston
Hughes, Alice Walker, Rita Dove, and Colleen McElroy. Original."
Lord of the Flies,"The classical study of human nature which depicts the degeneration of
a group of schoolboys marooned on a desert island."
All Is Vanity : A Novel,"Friends since childhood and now living on opposite coasts, Margaret
and Letty find themselves dissatisfied with their lives now that they
are in their mid-thirties and set out to rectify the situation--
Margaret by quitting her job and ..."
Mockingbird (Del Rey Impact),"A futuristic tale set in a world in which reading is forbidden,
citizens are drugged from childhood on, and machines dominate humans
focuses on two individuals who teach themselves how to read and think
independently as they become the hope ..."
Night of the Wolf,"Watching all the while through yellow eyes afire with curiosity and
intelligence is Maeniel, a gray wolf . . . who is also a man. This is
not the Maeniel of The Silver Wolf."
India Unbound: From Independence to the Global Information Age,"This economic and social transformation is one of the major themes of
this book."
The Babel Effect,"Commissioned by a billionaire corporate chief to study the causes of
the rising tide of global violence and social unrest, they begin to
fear that a kind of disease is behind it all. They christen this the
Babel Effect."
Impulse,"Wealthy and captivating Rafaella Holland is prepared to risk
everything to exact revenge on the father who abandoned her and did
her mother, now in a coma, an unforgivable wrong."
Human Evolution: An Illustrated Introduction,"The text places human evolution in the context of humans as animals,
while also showing the physical context of human evolution, including
climate change and the impact of extinctions."
Santa Mouse,Santa gives a nameless mouse a special gift for Christmas.
Scary Poems for Rotten Kids,"Collections of poems focusing on what are the most monstrous episodes
in the life of any ordinary child in the world."
The Jewels of Cyttorak (X-Men),"When an emerald from the same dimension as the ruby of Cyttorak is
discovered, it could provide the one weapon that can stop the
Juggernaut, but the X-Men must vie with the Juggernaut and a ruthless
billionaire named Service for control of ..."
JavaScript Definitive Guide,"A guide for experienced programmers demonstrates the core JavaScript
language, offers examples of common tasks, and contains an extensive
reference to JavaScript commands, objects, methods, and properties"
Tragic Magic: The Life and Crimes of a Heroin Addict,"The book raises important questions about our social policies
regarding drugs."
Curious Bones: Mary Anning and the Birth of Paleontology (Great Scientist),"Recounts the life and work of Mary Anning, who collected fossils
throughout her life and made major discoveries in paleontology when
that branch of science was first emerging."
Fireblossom,"Madeline Avery, every inch a fine Philadelphia lady, is confused by
her new life in the Black Hills where she does not fit in with the
likes of Calamity Jane, and her confusion is heightened when she
starts getting mixed messages from Fox ..."
As If!: The Not So Clueless Alicia Silverstone,"A portrait of actress Alicia Silverstone draws on exclusive interviews
and personal photographs to detail her acting career, personal life,
and latest role as Batgirl in the movie &quot;Batman and Robin&quot;"
The Sixteenth Man,"Archaeologist Matt Packard unearths a tomb in Utah containing fifteen
ancient skeletons."
"Loving Thy Neighbor (Love Inspired, No. 145)","Loving Thy Neighbor by Ruth Scofield released on Jul 25, 2001 is
available now for purchase."
Attention au dÃ?Â©part!,"Entre le vertige de la multiplication des rencontres hasardeuses et la
crainte de la perte de son identité, happée par la masse uniforme des
autres voyageurs, le train, le métro et le car constituent les lieux
où peuvent se cristalliser ..."
Crazy Weather,"In four days of &quot;glory-hunting&quot; with an Indian comrade,
South Boy, who is white, realizes that he must choose between two
cultures."
King of the Corner,"Recently released from prison, former major league baseball player Doc
Miller takes a job as driver and muscle man for a tough bail bondsman
and finds himself in a world of guns, greed, and murder. Reprint."
Living A Connected Life : Creating and Maintaining Relationships that Last a Lifetime,"A psychotherapist explores the fundamental relationships that make
life meaningful, discussing the meaning of &quot;belonging&quot; while
prescribing solutions to staying &quot;connected&quot; to people in
the digital age. Original. 17,500 first printing."
Daughters of a Coral Dawn,"This book involved the reader in learning and applying these key
skills and is fundamental for practitioners and students of the play
therapy process.&quot;--BOOK JACKET.Title Summary field provided by
Blackwell North America, Inc."
Women Making a Difference,"This work celebrates the achievements of women all over England, from
different social, economic and ethnic groupings who are working to
overcome poverty and exclusion."
Down to Earth: The Year of the Cornflake (Down to Earth),"This series follows Faith and Brian Addis as they work to keep open
their holiday home Phyllishayes - a roomy farmhouse in Devon offering
memorable holidays for children who may never have experienced the
countryside in their lives."
Traitor,"A controversial defense contract and a terrorist bombing lead Lt. Col.
John Reynolds into a complicated and deadly web of conspiracy at the
highest levels of government and the militaryindustrial complex.
Reprint."
Crash : A Novel,"Two young men become obsessed with sexual fantasies involving
automobiles, accidents, injuries, and wounds, in a new edition of the
underground classic. Reprint."
Cryptonomicon.,"Während des Zweiten Weltkriegs legt Japan mit Unterstützung von Nazi-
Deutschland eine gigantische Goldreserve an."
Skyripper,"In five years, little green men are going to invade Earth--and the
only man who knows is Professor Emil Vlasov. Is Vlasov crazy? Or is
something actually watching the Earth . . . waiting . . . From the
bestselling author of Northworld."
Wild Animals (Touch and Feel),"Simple text and photographs with tactile patches introduce such wild
animals as the lion, lizard, and dolphin."
A Deadly Shade of Gold,"When Travis McGee discovers a face from his past lying in a pool of
blood on a cheap motel room floor, he wants answers."
Dubbelspel (Literaire reuzenpocket 435),"Het spelletje domino waar vier mannen aan deelnemen, wordt een strijd
met een dramatische afloop"
Solve Your Child's Sleep Problems,"Identifies a wide variety of sleep problems in children and provides
practical strategies and a how-to approach for solving such
difficulties as falling asleep, night fears, nighttime awakening, and
irregular sleep patterns"
Control,"Street-smart investigative journalist Bert Stouffer has some questions
about the widespread acquisitions of sex-and-scandal tabloid king Thad
Catlett, whose activities may cost America her freedom and Stouffer
his life"
