title,description
Saint Maybe,"&#39;Saint Maybe shows Anne Tyler at the peak of her power - a real
slice of middle America, blessed with equal amounts of humour, pathos
and compassion that will ensure heartfelt devotion from all her
readers&#39; Time Out &#39;A brilliant writer of ..."
How to Build Your Dream Cabin in the Woods: The Ultimate Guide to Building and Maintaining a Backcountry Getaway,9
The Beckett Trilogy,9
Louisiana Power & Light,9
Design Patterns and Contracts,"&quot;This book introduces the fundamentals of software contracts and
illustrates how Design by Contract contributes to the optimal use of
design patterns in a quality-oriented software engineering process."
Michael and the Sea (Michael and Mandy Books),9
Clara's War,"Clara makes many friends despite the hardships of life inside the
walled town of Terezin, where she and her family were sent by the
Nazis, so when her friend Jacob decides to escape, Clara must make a
difficult choice."
Waking Up In America : How One Doctor Brings Hope To Those Who Need It Most,"An internationally acclaimed advocate for the homeless and vocal
critic of current health care and welfare reforms, Miami&#39;s
&quot;Dr. Joe&quot; presents an inspirational portrait of his life
work and his compassionate philosophy, demanding a change ..."
Teach Yourself Visual C++ 1.5 in 21 Days,"A twenty-one-lesson course enables readers to develop proficiency in
Visual C++++ Version 1.5 with clear syntax examples, Do&#39;s and
Don&#39;ts sections, and emphasis on such important topics as I/O,
structures, strings, and the MFC Library."
Rememberance of Love,9
HeiÃ?Â?e Spur aus Afrika. ( Ab 8 J.).,Kambu ist anders als alle Chamäleons Afrikas.
La Borra de Cafe,9
The Heiress,"Jack Granger, counselor to the Deveraux shipping empire and totally
devoted to the senior Deveraux, has been shadowing the love child of
his mentor for nearly a decade."
High Rise,"An eerie glimpse into the future, a spine-tingling fable of the
concrete jungle."
Utah (Wagons West),"The determination of courageous men and women briung them to the new
and dangerous land of Utah."
Wish You/Merry XmasSingle Snd (Sounds of the Season),9
The Book of Kings,9
The Call of the Wild (Classics Illustrated),"Retells the classic adventure of a dog who escapes from civilization
to lead a wolf pack in the far North, as a graphic novel with study
guide."
Flesh and Blood,"Short stories, thirteen linked stories, mining town of Black Rock
Newfoundland. Canadian author."
Changelings (Castlemere Mysteries (Paperback)),9
Savage Love: Straight Answers from America's Most Popular Sex Columnist,9
William Faulkner's the Sound and the Fury and Other Works: A Critical Commentary,9
When the Wind Blows (G K Hall Large Print Book Series (Paper)),9
Havana Twist,9
"Daddy'S Little Cowgirl (Sexy Single Dads) (Harlequin American Romance, No 766)","Daddy&#39;s Little Cowgirl by Charlotte Maclay released on Jan 25,
1999 is available now for purchase."
Lovestone,"Kidnapped by Rhiannon, her father&#39;s most hated enemy, Moira is
determined to die rather than remain a captive"
The Man from Barbarossa,9
The Pilgrimage Road to Santiago : The Complete Cultural Handbook,9
The Waiting Room,"Charts three generations of the Coleman family as seen through the
eyes of Zoe, who witnesses her brother&#39;s post-Vietnam
deterioration and comes to understand her parent&#39;s falability and
the influence of past events"
Picture Postcard,9
Not Even My Name : A True Story,9
Das Double. Roman.,9
El hombre del Cerro Plomo,9
We Shall Not Be Moved: The Women's Factory Strike of 1909,"The story of the notable female activists in their courageous fight
for humane working conditions in 1909 describes the hazardous
circumstances of the pre-strike New York shirtwaist industry. Reprint."
Restore Yourself: A Woman's Guide to Reviving Her Sexual Desire and Passion for Life,9
A Handbook for Drowning: Stories,"Interconnected stories deal with Walter, a young man trying to
understand his parents, his ideals, and his emotions"
"Torre Oscura I, La","Rolando, el ultimo pistolero de un mundo que se ha movido -en palabras
de Stephen King-, atraviesa un desierto de un mundo que no es el
nuestro, con un unico proposito: encontrar la Torre Oscura para atajar
la inminente destruccion del ..."
Poverty Bay (Thomas Black Mysteries),"Seattle private eye Thomas Black takes the case of lovely Lucy
Peebles, whose missing bridegroom is an heir with shiftless hobo
friends and a family of unbridled greed"
Heather,"Heather was saved from a notorious brothel by the friend of her
childhood companion David, the son of a marquis. Capt. Nicholas Guyon
intended to make Heather his mistress but never planned on falling in
love with her."
Short Fiction by Irish Women Writers,"A collection of short stories by Irish authors such as Clare Boylan,
Fiona Barr, Rita Kelly, Emma Cooke, and Maeve Binchy"
Clifford's ABC (Clifford the Big Red Dog (Paperback)),"Labeled drawings show a variety of words that begin with each letter
of the alphabet from anchor to zither."
Perplexing Lateral Thinking Puzzles,"In the world of perplexing lateral thinking puzzles, completely normal
situations veer off into the world of the bizarre, confounding, and
surreal."
Tao Te Ching: The Book of Meaning and Life (Arkana S.),"For those seeking a better understanding of themselves, it provides a
wealth of wisdom and insights. Through time--from one powerful dynasty
to another--many changes have been made to the original Chinese text
of the Tao Te Ching."
L'Empire des loups,Analyse : Roman policier (suspense).
The Asian Highway,A travel guide to the overland route from Istanbul to Calcutta.
Where the Wild Things Are (Caldecott Collection),9
Cosette: The Sequel to Les Miserables,"Written by an authority on Victor Hugo&#39;s classic novel, this
sequel chronicles the life of Cosette, the adopted daughter of Jean
Valjean, and her romance with Marius Pontmercy, while revolution
continues to envelop France. 100,000 first ..."
House of Gold,"With House of Gold, America&#39;s favorite Catholic novelist returns
to the riveting, apocalyptic storytelling which captured the hearts of
countless readers in his explosive classic, Pierced By A Sword, while
retainging the intimate, realistic ..."
Happily After All (An Avon Camelot Book),"When her father dies, Becca must move from California to Vermont to
live with her mother, who had abandoned her at age two. Reprint."
Pearl in the Mist (Landry),9
Bloody Williamson,9
Tattoo Girl,"Found alone in an Ohio mall after closing, mute, and covered head-to-
toe with fish-scale tattoos, a young girl is adopted by Lucy, a former
circus fat lady, who risks her life, and sanity, to protect her charge
and uncover the mystery of ..."
"Story of Benjamin Franklin, Amazing American (Dell Yearling Biography)","A biography of the printer, statesman, and inventor of the lightning
rod."
Reunion,"A novella about the forces that end the friendship and childhood of
Hans Schwarz, the son of a Jewish doctor in pre-World War II Germany,
and Count Konradin von Hohenfels concludes with a revelation that
counters superficial judgments of ..."
Blumen fÃ?Â¼r Polt. Ein Krimi mit Gendamerie- Inspektor Simon Polt.,9
The Fat to Muscle Diet,"Explains how to increase calorie-burning power and achieve permanent
weight loss with a guide to simple and safe dieting, which also
provides daily menus, recipes, fat-grain and calorie counts, and low-
fat meal suggestions. Reissue."
Chicken Soup for the Romantic Soul : Inspirational Stories About Love and Romance (Chicken Soup for the Soul (Paperback Health Communications)),"Celebrates the power and joy of love with stories of finding true
love, marriage, renewing an old relationship, and memories of special
romantic moments."
Careers for Introverts & Other Solitary Types,"Explores professions suitable for people who prefer to work alone,
including security guard, forest ranger, freelance writer or editor,
mail delivery, potter, on-line instructor, and stained glass artist"
Brothers in Blood,9
Canary,"RPM Record is cold in the marketplace; colder still is the label&#39;s
mainstay, Lisa Wilde, dead after a sinister Mercedes nudges her car
into a ravine."
Un meurtre sera commis le--,9
Good Days and Mad: A Hysterical Tour Behind the Scenes at Mad Magazine,"A writer who has written for every issue of &quot;Mad&quot; tells the
inside story of thirty years of America&#39;s craziest magazine"
Follow Your Heart,9
Always Six O Clock,9
"Baby Wish (Silhouette Romance, No 1046)","Crazy for Baby Maureen O&#39;Shay was footloose and fancy-free ...
except for a single obsession."
Doug's Big Comeback,9
"Tangled Sheets, Tangled Lies","Tangled Sheets, Tangled Lies by Julie Hogan released on Feb 21, 2003
is available now for purchase."
The Fire Eaters: A Novel,"Demon Bell, one of five children in a poor Texas family, thinks he is
white until his half-sister blows the family secret. Now he has to
face white nigger taunts at school and tries to cover up his race by
claiming Mediterranean origin."
Eichmann in Jerusalem: A Report on the Banality of Evil,"&quot;A profound and documented analysis....Bound to stir our minds
and trouble our consciences.&quot;-Chicago Tribune."
Power in the Blood,9
Mexican Postcards (American and Iberian Culture Series),"Monsivais&#39;s chronicles are laconic and satirica, taking as a
constant theme the conflicts between Mexican and North American
culture and between modern and traditional ways of life.A dazzling
mixture of reportage and biting social criticism ..."
Nightfall One: Science Fiction Stories,9
Gallowglass,9
Touched by Angels,"In Touched by Angels, the beloved author of Mrs. Miracle showcases
three of her most popular characters: the well-meaning if somewhat
dizzy heavenly helpers, Shirley, Goodness, and Mercy."
Murder in Three Acts,"Since there is no trace of poison or foul play, the case is closed . .
. until an identical death at a London party arouses the suspicions of
Hercule Poirot. Also published as Murder in Three Acts."
"Garbo: The famous biography, lavishly illustrated",9
Living in Maritime Regions (Cultural Geography Series),9
A Rage Against Heaven,9
Lowenskold Ring,"By the first woman to win the Nobel Prize for Literature, An
historical tale set in eighteenth century Sweden, In which the action
is dominated by a mysterious ring which seems to blight the lives of
those who own it."
Instances of the Number 3,9
The Laws,9
Code Red,"Behind it all lies a deadly conspiracy of terifying proportions...with
the safety of the world hanging on the balance! • Over 300,000 copies
of Nancy Fisher&#39;s books in print! • Compares to &quot;New York
Times&quot; bestselling authors Robin Cook ..."
